Q1	Massage oil Where I can buy good oil for massage?
Q1208_C3	they would need a copy of they would need a copy of your OEC together with marriage certificate for your wife and birth certificate for your child to avail the reduced travel tax otherwise they have to pay the full rate
Q1208_C4	afaik, oec is for ofw only... afaik, oec is for ofw only... but as denzon said, if you want to avail the discount on travel tax/terminal fee, they need to provide a copy of your oec... hth...
Q1208_C5	What happened po? toton8791 would you be kind enough to update the thread as to what were required from your family when they left the country? And did they really need to present an affidavit of support? Thanks!
Q1208_C6	OEC First time to Enter in Qatar, no need an OEC...
Q1209	who is the cheapest..??? good day, just want to ask, which mall is the cheapest price in electronic items??? {lulu, carrefoure, or giant store} thanks in advance...
Q1209_C1	RE: who is the cheapest..??? it's LULU Hyper...i think they have more stocks compare to carrefour!
Q1209_C2	RE: who is the cheapest..??? lulu have higher price on other commodities,dont know about elec.s
Q1209_C3	RE: who is the cheapest..??? Giant. There you go, you've now got the full set. I'd suggest you visit them all for the item you want, to make sure you get the best deal possible.
Q1210	days leave Hi! What is the average days leave that people get in Qatar?
Q1210_C1	8 hours :0)
Q1211	Sponsoring Friend to Doha Hi QL,  My friend in Abudabi want to visit me in Doha. How do I sponsor visa for them. Any prior experices please share.
Q1211_C1	RE: Sponsoring Friend to Doha hey buddy had to do this myself a month back and here's what i learned:  1)first up, you can normally only sponsor your immediate family or blood relatives on a visit to qatar. what that means is you cant sponsor your friend since he is not related to you. i have heard of some people with special work visas who are able to do so but im guessing you aren't one of them  2)now the only option you have is to get a visa through a hotel for your friend..within this option you have two more options; you can get a one month tourist visa for a thousand rials but he will have to stay in the hotel which will be expensive..your second and more feasible option is a business visa through the hotel..this will however cost you 2000 rials, be valid for three months but the friend can stay with you instead of the hotel..there's a few hotels that do this and you could try gulf horizon behind standard chartered bank near the souq waqif/souq asiri area near the corniche.  3)now depending on the budget; if your friend is visiting for long, then the business visa will be expensive but save the expense and hassle of staying in the hotel. but if it's a short visit then you could inquire about the hotel's rates for his stay..  so yeah; i managed to get my buddy into doha because he was ready to pay 2000 for a business visa..hope you and your buddy can get together and have a great time too..best of luck buddy:-)
Q1211_C2	RE: Sponsoring Friend to Doha We are a company registered in Immigration Department as a service provider offering professional, fast and friendly individual assistance. Please review our service on the following website:  http://www.albayanconsultant.webs.com/  OUR CLIENTS ARE OUR PRIORITY
Q1212	Moving to Doha from the UK Hi all, Looking for some advice. I will be working in Doha and wondering where the best place to go food shopping is, the rough cost of living and having a good time there.  steve
Q1212_C1	Re- Hello i think <a href=http://www.antena.co.id/>pemancar</a> and then <a href=http://www.busanabajumuslimah.com/>maxi dress</a> is the good kaftan. So dont <a href=http://www.antena.co.id/>pemancar tv</a> and then <a href=http://www.busanabajumuslimah.com/>baju muslim</a> is good site too. When we close <a href=http://www.antena.co.id/>pemancar fm</a> and <a href=http://www.busanabajumuslimah.com/>busana muslim</a>, we can show <a href=http://www.antena.co.id/>pemancar radio</a> and then <a href=http://www.busanabajumuslimah.com/>baju muslimah</a>. So dont miss <a href=http://www.butiksikecil.com/>baju anak</a> and <a href=http://www.antena.co.id/>fm transmitter</a> for your <a href=http://www.busanabajumuslimah.com/>kaftan</a> live and then  <a href=http://citraindahjonggol.com/>citra indah</a>. Thanks.
Q1213	Where to buy BHUT JOLOKIA? Chili peper! Does anybody know where i can buy here in Doha, Bhut Jolokia or something spicy and hot like it? Thanks
Q1213_C1	I think tataiya could be an I think tataiya could be an alternative due its extra hot capacity.
Q1213_C2	go to FFC n indian supermaket go to FFC n indian supermaket n check
Q1213_C3	if not u will definitely get if not u will definitely get in LULU ghost market
Q1213_C4	:)) What are you going to cook so hot deni?
Q1213_C5	I want to try eat it alone I want to try eat it alone without cooking, but i will also cook a chicken curry with the hot peper inside. No problem help me buy the spicy little thing and youre welcome.
Q1213_C6	You want to eat that chilly? You want to eat that chilly? Are you crazy? I ate some chapati with the chicken curry in which just one chilly was added and I had to take a cup of yogurt with sugar to cool my mouth and stomach.
Q1213_C7	Cherukkan but which chilly Cherukkan but which chilly was added? Yes im sure i really want to eat something too hot, im ready to eat it alone and to cook something with it! Do you mean by this tatainy mirch?
Q1213_C8	Did you see the picture I Did you see the picture I added. That is Bhut Jolokia (Ghost Pepper). Tataiya mirch is not even 10% hot of Ghost pepper.
Q1213_C9	Sorry ghazalszals, that is Sorry ghazals that is not the one OP is looking for <a href="http://s861.photobucket.com/albums/ab171/husnaj/?action=view&amp;current=ghostpepper.jpg" target="_blank"><img src="http://i861.photobucket.com/albums/ab171/husnaj/ghostpepper.jpg" border="0" alt="Photobucket"></a>zals,   This one in the picture is Ghost Pepper.
Q1213_C10	Yes i know how Bhut Jolokia Yes i know how Bhut Jolokia looks like, but i want to buy something hot which is close to it, because here its not possible to buy it i guess.
Q1213_C11	Visit Family Food Centre Visit Family Food Centre (FFC) rayyan, I saw something that looks like the picture above.  All the best.
Q1213_C12	U eat tat Hot chilly u will U eat tat Hot chilly u will end up getting Piles....:( Avoid eatin chilly stuff dude...:)
Q1213_C13	If you're asking about red If you're asking about red dried Chili, it's available  almost at every super Market and Baqalas
Q1213_C14	ghost pepper:D bhoot mirach? ghost pepper:D bhoot mirach?
Q1213_C15	Please any good info where to Please any good info where to buy from, thanks
Q1213_C16	prepared by ghost :? prepared by ghost :?
Q1213_C17	I know about tataiya Mirach I know about tataiya Mirach that is extra hot...and available here
Q1213_C18	Lol BG, Why did you change Lol BG, Why did you change your monkey pic?  Sorry man, I haven't seen it any where personally.
Q1214	looking for a new home Does any one know where we can our unwanted parrots to?  have two lovely babies.
Q1214_C1	That's what I think That's what I think Chelsea...the OP has posted so many threads for the same since yesterday though many have already showed their willingness to adopt them in her first thread. Scam....
Q1214_C2	WOW.. I want them WOW.. I want them
Q1214_C3	Maybe they're homing parrots, Maybe they're homing parrots, with GPS, ...
Q1214_C4	give them to the cats give them to the cats
Q1214_C5	... it get's more mysterious ... it get's more mysterious ...  http://www.qatarliving.com/node/1265718  ... and yet:  Tell us about yourself      just got married and i will be expecting my first baby in a months time.  Liar, Liar Pants on Fire?
Q1214_C6	hi can u put up sum pics of hi can u put up sum pics of the birds :)
